,id,name,wgslng,wgslat,adname,cost,rating,type,bdlat,bdlng,WMlat,WMlng
93,B0FFFA7MT4,易佰酒店(上海同济大学赤峰路地铁站店),121.489305,31.283837,虹口区,[],4.2,住宿服务;宾馆酒店;经济型连锁酒店|住宿服务;旅馆招待所;旅馆招待所,31.288010518220545,121.50021867756003,13524127.569428543,3669665.903383987
94,B00155R4QJ,汉庭酒店(上海大柏树店),121.48592,31.292034,虹口区,[],4.4,住宿服务;宾馆酒店;经济型连锁酒店,31.296069563657788,121.49688860482922,13523750.752952207,3670733.677569237
95,B00155QKP8,汉庭酒店(上海五角场复旦大学店),121.494527,31.294528000000003,虹口区,[],4.5,住宿服务;宾馆酒店;经济型连锁酒店,31.298489920091317,121.50546899805524,13524708.879809465,3671058.574461245
96,B0G39YLZPK,佰圆连锁宾馆(邯郸路店),121.487523,31.295052000000002,虹口区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.299026424008318,121.49849952298221,13523929.198095948,3671126.8377719675
97,B0FFGIHYKJ,如家快捷酒店(上海杨浦大学城武东路店),121.48662,31.306178999999997,杨浦区,[],4.4,住宿服务;宾馆酒店;经济型连锁酒店,31.309972366684672,121.49765000278217,13523828.676595762,3672576.480545276
98,B0FFHXSAR7,布丁酒店(上海财经大学政立路店),121.491879,31.312794,杨浦区,[],3.9,住宿服务;宾馆酒店;经济型连锁酒店,31.316496891114905,121.50290552105292,13524414.105797844,3673438.3741254276
99,B00156ENU7,99旅馆连锁(殷高西路站店),121.48906000000001,31.317802,宝山区,[],4.3,住宿服务;宾馆酒店;经济型连锁酒店,31.32148324817287,121.5001081636022,13524100.2961533,3674090.9258075026
100,B0FFFEFXNU,易佰酒店(上海新国际博览中心世博园店),121.502275,31.178571,浦东新区,[],4.3,住宿服务;宾馆酒店;经济型连锁酒店|购物服务;购物相关场所;购物相关场所,31.182381440851014,121.51319028170528,13525571.38322413,3655961.7671103184
101,B0FFKHGTA7,吉泰精品酒店(上海世博园高科西路地铁站店),121.50173500000001,31.187088,浦东新区,[],4.1,住宿服务;宾馆酒店;经济型连锁酒店,31.190768182116376,121.5126884578921,13525511.270699104,3657069.992163794
102,B00154DR1A,上海富驿酒店,121.50287900000001,31.202858000000003,浦东新区,[],3.8,住宿服务;宾馆酒店;经济型连锁酒店,31.206436380139518,121.5138557883847,13525638.62019657,3659122.234925058
103,B00157I4HU,易佰旅店(上海世博园店),121.50431100000002,31.202309000000003,浦东新区,[],3.8,住宿服务;宾馆酒店;经济型连锁酒店,31.205882171577322,121.51528132352493,13525798.029707387,3659050.7845824207
104,B0FFJDKKMV,上海LindaXu公寓银行博物馆分店,121.502698,31.220316999999998,黄浦区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.224058682671735,121.51363748665442,13525618.471368738,3661394.6762786494
105,B0FFIIYGF4,星豪家庭公寓分店,121.503355,31.236377,浦东新区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.240416157771367,121.51421778706424,13525691.608274188,3663485.3961882
106,B00156YLAU,桔子水晶酒店(公平路北外滩店),121.50004799999999,31.256695,虹口区,[],4.7,住宿服务;宾馆酒店;经济型连锁酒店,31.261022174730645,121.51085863845262,13525323.474718133,3666130.9395965007
107,B0FFFGH4NQ,桔子酒店(公平路店),121.50003500000001,31.256842,虹口区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.261170041833946,121.51084551468949,13525322.027564757,3666150.082082357
108,B0FFFTE9KD,汉庭优佳(上海北外滩大连路店),121.50223100000001,31.264306,虹口区,[],2.0,住宿服务;宾馆酒店;经济型连锁酒店,31.2686407538176,121.51302932779166,13525566.485166537,3667122.09075771
109,B0FFFQ0N45,易佰酒店(上海和平公园鞍山新村地铁站店),121.503426,31.273332,杨浦区,[],4.4,住宿服务;宾馆酒店;经济型连锁酒店,31.2776071507146,121.5142349555491,13525699.511958035,3668297.615528991
110,B0FFGSDB32,布丁酒店(上海控江路新华医院店),121.50298500000001,31.272897999999998,杨浦区,[],3.7,住宿服务;宾馆酒店;经济型连锁酒店,31.277178934650696,121.51379475683548,13525650.420062594,3668241.0898274747
111,B00152DA4A,吉泰连锁酒店(上海控江路店),121.503578,31.273412,杨浦区,[],4.2,住宿服务;宾馆酒店;经济型连锁酒店,31.277685841034383,121.51438649121742,13525716.432520635,3668308.0350415283
112,B00155QRWU,吉泰连锁酒店(上海四平路同济大学店),121.499655,31.280395000000002,杨浦区,[],4.2,住宿服务;宾馆酒店;经济型连锁酒店,31.284591083840432,121.51050606610015,13525279.726158254,3669217.5622940445
113,B00155QKPG,锦江之星旅馆(同济大学店),121.50278300000001,31.287523999999998,杨浦区,[],4.2,住宿服务;宾馆酒店;经济型连锁酒店,31.29158947242532,121.51365208620669,13525627.933525454,3670146.17534428
114,B0FFHVEXF0,上海森林夙愿普通公寓政民路分店,121.50482,31.304921999999998,杨浦区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.308674866341825,121.51576193317966,13525854.6913282,3672412.708063731
115,B0FFJ42XII,上海途掌柜·小汐公寓(国权北路店),121.49648,31.325498,杨浦区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.329155674233046,121.5074954866143,13524926.286774985,3675093.796518688
116,B0FFFSXMXM,布丁酒店(上海徐家汇宜山路地铁站店),121.41828400000001,31.1832,徐汇区,[],3.7,住宿服务;宾馆酒店;经济型连锁酒店,31.187113795063492,121.42943358565516,13516221.547872914,3656564.0764247677
117,B0FFHD002H,汉庭酒店(柳州路店),121.415974,31.178927,徐汇区,[],4.4,住宿服务;宾馆酒店;经济型连锁酒店,31.18291190992381,121.42710519233027,13515964.399849182,3656008.087541828
118,B0GKKRZI4N,汉庭酒店,121.421025,31.183275,徐汇区,[],[],住宿服务;宾馆酒店;经济型连锁酒店,31.18718603996053,121.43217421523731,13516526.674597178,3656573.835405286
119,B00155LDVT,汉庭酒店(上海徐家汇二店),121.417409,31.182408000000002,徐汇区,[],4.3,住宿服务;宾馆酒店;经济型连锁酒店,31.18633455651227,121.42855545057155,13516124.14331847,3656461.0220623687
120,B0FFG69LB9,海友酒店(上海世博东明路店),121.514407,31.178488,浦东新区,[],3.7,住宿服务;宾馆酒店;经济型连锁酒店,31.18226202659445,121.52526878721285,13526921.911286436,3655950.967708906
121,B0FFF73ONP,海友良品酒店(上海世博高科西路店),121.51239299999999,31.19019,浦东新区,[],3.4,住宿服务;宾馆酒店;经济型连锁酒店,31.193799807297257,121.52330938012364,13526697.713831976,3657473.646631151
122,B0G1VUCOI6,汉庭(上海世博高科西路店),121.513811,31.187556,浦东新区,[],4.8,住宿服务;宾馆酒店;经济型连锁酒店,31.191192205278085,121.52471301472995,13526855.564869924,3657130.890829867
123,B0FFFZEPQV,海友酒店(上海浦东世博临沂路店),121.506578,31.195942,浦东新区,[],4.5,住宿服务;宾馆酒店;经济型连锁酒店,31.19952322863782,121.51753285672052,13526050.390993016,3658222.173100399
